class_id,class_name,class_task,task0_ap,task0_f1,task0_precision,task0_recall,task0_support,task0_predicted_positive,task0_tp,task0_fp,task0_fn,task0_tn,task1_ap,task1_f1,task1_precision,task1_recall,task1_support,task1_predicted_positive,task1_tp,task1_fp,task1_fn,task1_tn,task2_ap,task2_f1,task2_precision,task2_recall,task2_support,task2_predicted_positive,task2_tp,task2_fp,task2_fn,task2_tn,task3_ap,task3_f1,task3_precision,task3_recall,task3_support,task3_predicted_positive,task3_tp,task3_fp,task3_fn,task3_tn,task4_ap,task4_f1,task4_precision,task4_recall,task4_support,task4_predicted_positive,task4_tp,task4_fp,task4_fn,task4_tn,task5_ap,task5_f1,task5_precision,task5_recall,task5_support,task5_predicted_positive,task5_tp,task5_fp,task5_fn,task5_tn,task6_ap,task6_f1,task6_precision,task6_recall,task6_support,task6_predicted_positive,task6_tp,task6_fp,task6_fn,task6_tn,task7_ap,task7_f1,task7_precision,task7_recall,task7_support,task7_predicted_positive,task7_tp,task7_fp,task7_fn,task7_tn
15,Fear,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0486643679879122,0.0,0.0,0.0,261.0,0.0,0.0,0.0,261.0,7478.0,0.0483616455435802,0.0,0.0,0.0,261.0,0.0,0.0,0.0,261.0,7490.0,0.0437111382045522,0.0,0.0,0.0,261.0,0.0,0.0,0.0,261.0,7503.0,0.0436484693632927,0.0,0.0,0.0,261,0,0,0,261,7504
16,Happiness,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5798023494601616,0.6901920961326902,0.526941465305595,1.0,4078.0,7739.0,4078.0,3661.0,0.0,0.0,0.6032443199616664,0.6894919266210161,0.5261256612050058,1.0,4078.0,7751.0,4078.0,3673.0,0.0,0.0,0.4966313999740285,0.0014702278853222,1.0,0.0007356547327121,4078.0,3.0,3.0,0.0,4075.0,3686.0,0.5090455533805985,0.0,0.0,0.0,4078,0,0,0,4078,3687
17,Pain,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0415910521839071,0.0,0.0,0.0,184.0,0.0,0.0,0.0,184.0,7567.0,0.0336912160077849,0.0,0.0,0.0,184.0,0.0,0.0,0.0,184.0,7580.0,0.03276494179112,0.0,0.0,0.0,184,0,0,0,184,7581
18,Peace,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2502243679367015,0.2075750122970978,0.2938718662952646,0.1604562737642585,1315.0,718.0,211.0,507.0,1104.0,5929.0,0.1676262777470809,0.0,0.0,0.0,1315.0,0.0,0.0,0.0,1315.0,6449.0,0.157633563701684,0.0,0.0,0.0,1315,0,0,0,1315,6450
19,Pleasure,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2884087719739212,0.4778656126482213,0.3150899139953088,0.9885527391659852,2446.0,7674.0,2418.0,5256.0,28.0,49.0,0.2878644762811718,0.0,0.0,0.0,2446.0,0.0,0.0,0.0,2446.0,5318.0,0.3101475370064218,0.0,0.0,0.0,2446,0,0,0,2446,5319
20,Sadness,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1551462612438765,0.0,0.0,0.0,354.0,0.0,0.0,0.0,354.0,7410.0,0.0559273597728663,0.0,0.0,0.0,354,0,0,0,354,7411
21,Sensitivity,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0357173638631274,0.0692231075697211,0.0358570875790016,0.996415770609319,279.0,7753.0,278.0,7475.0,1.0,10.0,0.036552084579925,0.0,0.0,0.0,279,0,0,0,279,7486
22,Suffering,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0606054035441436,0.0,0.0,0.0,288.0,0.0,0.0,0.0,288.0,7476.0,0.0524503628719304,0.0,0.0,0.0,288,0,0,0,288,7477
23,Surprise,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0712534853850119,0.0,0.0,0.0,560,0,0,0,560,7205
24,Sympathy,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126349578688479,0.0,0.0,0.0,1084,0,0,0,1084,6681
25,Yearning,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091759692120883,0.0,0.0,0.0,692,0,0,0,692,7073
